title,address,description,date,seller,price,image
5 bedroom semi-detached house for sale,"Brook Lane, Birmingham, B13",A very spacious and well presented traditional extended five bedroom semi detached property in a popular residential location on the boarder of Moseley and Hall Green. It has been decorated to a high specification throughout by the current owners and benefits from having a large rear extension t...,23/09/2019,"Purplebricks, covering Central England","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/65281431/151073_499033-1_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Woodthorpe Road, Kings Heath, Birmingham, B14","NO UPWARD CHAIN FOR THIS OUTSTANDING FOUR BEDROOM SEMI DETACHED RESIDENCE. This property is situated in this convenient location in Kings Heath and benefits from spacious accommodation, set out over three floors. EP Rating D ",17/10/2019,"Robert Oulsnam & Company, Kings Heath","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36581/65822100/36581_KHT190099_IMG_01_0000_max_476x317.JPG
3 bedroom detached bungalow for sale,"Marsh Lane, Water Orton, BIRMINGHAM",** WELL PRESENTED DETACHED BUNGALOW IN WATER ORTON ** LOUNGE ** DINING ROOM ** KITCHEN ** CONSERVATORY ** SHOWER ROOM ** THREE BEDROOMS ** BATHROOM ** BEAUTIFUL REAR GARDEN ** DRIVEWAY & GARAGE ** Please cell now to view on !!,28/08/2019,"Shipways, Castle Bromwich","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1796/64690464/1796_CAB106413_IMG_01_0001_max_476x317.JPG
6 bedroom detached house for sale,"City Road, Edgbaston, B17","For sale under the hammer by online auction. Guide Price £450,000 . A six bedroom detached with off road parkin and garage, Gas central heated and double glazing. NO UPWARD CHAIN, VIEWINGS VIA AGENT.",27/08/2019,"Trinity Property, Dudley","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17975/64509645/17975_17975_964_IMG_01_0002_max_476x317.jpg
3 bedroom detached house for sale,"Stoney Lane, Yardley, Birmingham","* A FAMILY RESIDENCE WITH ADDITIONAL COACH HOUSE TO THE REAR * THERES MORE THAN MEETS THE EYE WITH THIS LARGER STYLE DETACHED HOUSE THATS OFFERS SO MUCH MORE!...INCLUDING SIX BEDROOMS...
This DETACHED HOUSE is set back from the main road and close to all local amenities and transport links. T...",11/11/2019,"Prime Estates, Yardley","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/63k/62921/86487002/62921_29253807_IMG_01_0000_max_476x317.jpg
1 bedroom flat for sale,"Regional City Apartments, Birmingham, B12",Ideally situated within walking distance to one of the biggest development schemes that Birmingham has seen for a generation. ,12/12/2019,"Alesco Investment Properties, London","£150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/169k/168287/87435476/168287_Parkview-150000-Birmingham_IMG_00_0000_max_476x317.jpg
3 bedroom apartment for sale,"St. Pauls Square, Birmingham","The Old Chapel is part of an exclusive development of just 12 apartments situated on the beautiful and ever popular St Pauls Square. The Old Chapel is a stunning building dating from approxiamtely 1851 and was historically used as a charging station. The position of the apartment is superb, not o...",08/03/2019,"Maguire Jackson, Birmingham Sales","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129660/12750_103430004739_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Heeley Road, Birmingham, West Midlands, B29","IDEAL STUDENT INVESTMENT PROPERTY situated in the heart of the student triangle offered chain free this semi detached property briefly comprising of 6 Bedrooms, lounge, Conservatory, kitchen, 3 shower rooms. We have been advised this property is rented for 2018/2019 academic year at a rental inco...",21/01/2019,"Dixons, Selly Oak","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/33/78755522/33_SOA190019_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Reservoir Road, Cofton Hackett, B45 8PN","A delightful 1930's extended home with plenty of kerb appeal boasting spacious and bright accommodation and south facing garden, set in an elevated position upon a highly desirable road within Cofton Hackett. ",12/09/2019,"Arden Estates, Barnt Green","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104416/64973925/104416_101055004511_IMG_01_0000_max_476x317.jpg
2 bedroom semi-detached house for sale,"Lea End Lane, Hopwood, Alvechurch, Worcestershire, B48","2 bedroom barn conversion for sale in Hopwood, B48 A quirky and extremely well finished barn conversion in a peaceful countryside position just outside Alvechurch set in a private gated development. The solid wood front door opens to the warm and inviting
entrance hall; you immediately notice t...",28/10/2019,"Knight Frank, Birmingham","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/70452088/187751_BRM190030_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Hillhurst Road, Sutton Coldfield","Superbly presented and extended four bed detached home occupying a peaceful yet convenient cul-de-sac location close to Sutton Park with access to a wealth of sought after amenities including local shops, schools and public transport services with easy access to neighbouring areas. Having a most ...",31/08/2019,"Paul Carr, Sutton Coldfield","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49213/73841614/49213_9765480_IMG_01_0000_max_476x317.jpg
3 bedroom bungalow for sale,"Melrose Avenue, Sutton Coldfield","Jayman offer for sale this superbly presented three bedroom detached bungalow on a spacious plot on Melrose Avenue, Sutton Coldfield. With a wealth of accommodation, gas central heating and double glazing, garage and driveway for multiple cars. Must be viewed to be fully appreciated.",25/09/2019,"Jayman, Sales","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/76k/75053/71329063/75053_28724605_IMG_02_0000_max_476x317.jpg
3 bedroom end of terrace house for sale,"71 Avenue Road, Birmingham, B14","Excellent investment property on a large corner plot in the hart of Kings Heath by Highbury Park. Purplebricks are pleased to offer this excellent investment opportunity, a 2/3 bedrooms mixed use property. An originally 3 bedrooms 2 reception rooms property that has been converted to a 2 bedro...",08/09/2019,"Purplebricks, covering Central England","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/64931025/151073_814130-1_IMG_02_0000_max_476x317.JPG
4 bedroom terraced house for sale,"Florence Road, Sutton Coldfield, B73 5NG","Benefiting from a thoughtful extension to the rear and side offering a wealth of space throughout, this beautiful home is located in an exceptionally convenient location. Viewing is encouraged in order to fully appreciate what it has to offer. The property has been uniquely redesigned to create p...",19/08/2019,"Hunters , Sutton Coldfield","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7308/64473672/7308_SUTSP213289_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Queens Park Road, Harborne, Birmingham, B32 2LB","We are pleased to offer this outstanding character four bedroom house which is in a prime location within only a 10 minute walk from Harborne High Street. The centrally heated, link detached prop...",17/08/2019,"Wentworth & Rose , Harborne","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/84068309/92029_490156_IMG_01_0000_max_476x317.jpg
2 bedroom town house for sale,"The Townhouse 90 Lower Loveday Street, Birmingham City Centre","**Help To Buy Available** A unique opportunity within the stunning Bath Street conversion. This property is set over three storeys, with its own private street entrance, bedrooms on ground and first floor with living/kitchen area on second floor, secure gated parking space. Internal viewing a m...",06/09/2019,"James Laurence Sales and Lettings, Birmingham","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10499/74003044/10499_102857001610_IMG_08_0000_max_476x317.jpg
5 bedroom end of terrace house for sale,"Dunsmore Road, Birmingham, B28","Sitting on a corner plot is this wonderfully extended period style family home that boasts 5 bedrooms, 3 reception rooms with a beautiful breakfast kitchen. In addition there is a ground floor bathroom, utility and first floor shower room. As well as the attractive décor of this fantastic prope...",12/10/2019,"Purplebricks, covering Central England",POA,https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/65700114/151073_837146-1_IMG_08_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Lelant Grove, Birmingham, B17","An outstanding family home in a perfect location.
This 3 bedroom, semi-detached house is ideally situated in a lovely cul-de-sac in the popular and affluent B17, Harborne.
Harborne High Street and several bus stops are in close proximity and the house is also close to schools, shops and other ame...",07/10/2019,"Purplebricks, covering Central England","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/65596575/151073_833688-1_IMG_01_0000_max_476x317.JPG
3 bedroom detached bungalow for sale,"Melrose Avenue, Sutton Coldfield",This grand three bedroom detached bungalow offers spacious accommodation throughout and offers a perfect floor space to convert to a two bedroom with dining room/snug/office. Melrose Avenue is located between Jockey Road and Monmouth Drive within the royal town of Sutton Coldfield and close to al...,25/09/2019,"Acres, Sutton Coldfield","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57724/64822620/57724_102994003256_IMG_13_0000_max_476x317.jpg
5 bedroom detached house for sale,"Leopold Avenue, Birmingham","Paul Carr are pleased to offer this five bedroom detached family home, situated on a popular and sought after residential road in Handsworth Wood Birmingham. This property is close to local amenities, has good access to public transport links and is within a good catchment area. The property comp...",11/12/2019,"Paul Carr, Hamstead","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49231/76088527/49231_8584569_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Melville Road, Edgbaston","A spacious gas centrally heated traditional three storey four bedroom end terrace situated in this popular location.
EPC BAND RATING F",25/10/2019,"Hadleigh, Harborne","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/75026560/6892_29209309_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Barrows Lane, Birmingham, West Midlands, ., B26",WOW! Stunning massively extended five bedroom home perfect family home. Entering you can expect ample space as this home benefits from three reception rooms as well as large kitchen diner with breakfast bar. There is also a downstairs bathroom including walk in shower. Upstairs are fi...,29/10/2019,"Dixons, Yardley","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/45/86075744/45_YAD180477_IMG_01_0000_max_476x317.jpg
7 bedroom semi-detached house for sale,"Springfield Road, Kings Heath, Birmingham, West Midlands, B14","Accommodation briefly comprising of porch, entrance hallway, three reception rooms, kitchen diner, three bathrooms and seven bedrooms. Secure gated garden to front with courtyard to rear. Benefits from double glazing and gas central heating both where specified.",23/07/2019,"Dixons, Kings Heath","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/24/73105771/24_KHE190159_IMG_01_0000_max_476x317.jpg
2 bedroom duplex for sale,"5x2, 16-18 Marshall Street, Birmingham B1 1LE","Spacious, brand-new and bright two-bedroom warehouse duplex, with generous wraparound balcony. This stunning duplex spans an impressive 1033 sqft over two floors of the truly unique 5x2 development. This beautiful property features a large open-plan living space, a fully-integrated designer ...",05/11/2019,"FleetMilne, Birmingham","£450,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/12k/11021/86323541/11021_29239999_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Reservoir Road, Cofton Hackett, B45 8PN","An outstanding modern family home boasting two reception rooms, superb kitchen/diner, en suite, landscaped garden and garage occupying an elevated position on one of Cofton Hackett's most sought after roads. ",10/09/2019,"Arden Estates, Barnt Green","£449,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104416/64969527/104416_101055011004_IMG_01_0000_max_476x317.jpg
3 bedroom terraced house for sale,"Rose Road, Harborne","Traditional and well presented! This three bedroom mid terrace home provides the perfect accommodation for a family looking to enjoy Harborne.
EPC BAND RATING D",11/07/2019,"Hadleigh, Harborne","£448,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/72855655/6892_28930106_IMG_01_0000_max_476x317.jpg
